oid,uid,Date,product_name,pid
10822,2869,2/8/2014,bottled water,12
10823,3161,9/10/2014,whole milk,164
10824,3008,15-04-2014,root vegetables,123
10825,1619,20-07-2014,dessert,44
10826,1970,5/6/2014,brown bread,14
10827,2860,11/1/2014,tropical fruit,156
10828,3456,24-12-2014,softener,140
10829,4394,18-07-2014,pork,111
10830,1027,14-05-2014,softener,140
10831,3466,31-05-2014,other vegetables,102
10832,2810,8/2/2014,root vegetables,123
10833,1023,30-12-2014,sausage,130
10834,3045,29-01-2014,dental care,43
10835,4200,23-06-2014,hamburger meat,68
10836,4280,6/9/2014,domestic eggs,49
10837,4257,3/2/2014,UHT-milk,1
10838,3720,22-03-2014,citrus fruit,30
10839,3927,26-09-2014,whipped/sour cream,160
10840,1269,7/10/2014,red/blush wine,119
10841,2907,19-12-2014,ham,67
10842,3784,30-04-2014,root vegetables,123
10843,4770,15-05-2014,root vegetables,123
10844,3287,13-05-2014,root vegetables,123
10845,4003,14-11-2014,liver loaf,84
10846,1723,21-07-2014,citrus fruit,30
10847,3832,23-03-2014,tropical fruit,156
10848,3758,2/1/2014,rolls/buns,122
10849,3881,4/6/2014,beverages,10
10850,3596,21-01-2014,frozen vegetables,63
10851,4765,8/1/2014,beef,8
10852,4304,18-07-2014,shopping bags,133
10853,2065,28-11-2014,waffles,159
10854,1935,24-04-2014,other vegetables,102
10855,1764,20-09-2014,yogurt,165
10856,3565,15-04-2014,chocolate,28
10857,3559,17-07-2014,rolls/buns,122
10858,2499,20-07-2014,whipped/sour cream,160
10859,1474,13-08-2014,meat,90
10860,2289,5/2/2014,berries,9
10861,1522,7/1/2014,whole milk,164
10862,1887,8/7/2014,pork,111
10863,3109,25-03-2014,other vegetables,102
10864,3998,10/9/2014,root vegetables,123
10865,3181,8/5/2014,pip fruit,109
10866,1813,1/12/2014,meat,90
10867,3171,17-10-2014,other vegetables,102
10868,4944,20-01-2014,organic sausage,101
10869,4710,17-02-2014,other vegetables,102
10870,2104,2/7/2014,pastry,105
10871,1743,1/12/2014,root vegetables,123
10872,2949,1/6/2014,pork,111
10873,4416,2/10/2014,other vegetables,102
10874,2000,4/7/2014,dish cleaner,46
10875,4114,27-03-2014,root vegetables,123
10876,1435,6/2/2014,specialty chocolate,145
10877,3841,29-07-2014,vinegar,158
10878,3323,6/3/2014,berries,9
10879,1184,24-06-2014,beef,8
10880,3378,13-03-2014,canned fish,21
10881,1561,17-10-2014,dishes,47
10882,2817,25-09-2014,baking powder,6
10883,4272,25-11-2014,napkins,94
10884,4376,25-05-2014,fruit/vegetable juice,64
10885,3867,24-07-2014,pastry,105
10886,1702,12/1/2014,yogurt,165
10887,2381,27-04-2014,pip fruit,109
10888,1948,23-09-2014,whole milk,164
10889,2868,22-04-2014,soda,138
10890,4531,12/5/2014,beverages,10
10891,1370,9/9/2014,fruit/vegetable juice,64
10892,1102,30-09-2014,yogurt,165
10893,2473,9/11/2014,whole milk,164
10894,2266,30-08-2014,other vegetables,102
10895,1655,4/11/2014,pip fruit,109
10896,2649,2/8/2014,bottled water,12
10897,1740,21-02-2014,root vegetables,123
10898,4617,18-11-2014,yogurt,165
10899,2921,4/3/2014,hard cheese,69
10900,2533,23-12-2014,hamburger meat,68
10901,3168,26-03-2014,brown bread,14
10902,2993,23-10-2014,onions,99
10903,4292,6/4/2014,frozen potato products,62
10904,1674,30-06-2014,chicken,27
10905,2092,1/4/2014,salty snack,128
10906,1062,7/11/2014,ham,67
10907,1015,28-06-2014,fruit/vegetable juice,64
10908,4149,11/2/2014,tropical fruit,156
10909,3476,5/2/2014,frozen meals,61
10910,4786,13-07-2014,chocolate,28
10911,2054,6/8/2014,white bread,162
10912,2518,6/12/2014,oil,98
10913,4771,26-12-2014,other vegetables,102
10914,4666,27-09-2014,yogurt,165
10915,4513,30-01-2014,dessert,44
10916,1225,29-11-2014,butter milk,16
10917,3496,11/8/2014,misc. beverages,92
10918,1720,13-09-2014,herbs,70
10919,4091,31-03-2014,packaged fruit/vegetables,103
10920,3477,17-07-2014,tropical fruit,156
10921,3227,20-08-2014,bottled beer,11
10922,2123,6/6/2014,cream cheese ,39
10923,4837,17-12-2014,whole milk,164
10924,4316,31-08-2014,meat,90
10925,3263,30-06-2014,chocolate,28
10926,3421,13-06-2014,pet care,106
10927,4819,23-04-2014,meat spreads,91
10928,1294,7/10/2014,waffles,159
10929,1309,6/5/2014,pastry,105
10930,2589,7/6/2014,whole milk,164
10931,1234,14-04-2014,yogurt,165
10932,2685,12/4/2014,butter,15
10933,1395,24-11-2014,sausage,130
10934,2480,1/3/2014,other vegetables,102
10935,4303,17-01-2014,sugar,150
10936,3915,24-09-2014,other vegetables,102
10937,3646,12/5/2014,rolls/buns,122
10938,2443,22-05-2014,pip fruit,109
10939,4616,16-10-2014,root vegetables,123
10940,2325,6/5/2014,onions,99
10941,1660,15-06-2014,misc. beverages,92
10942,3982,22-11-2014,jam,76
10943,3181,7/10/2014,domestic eggs,49
10944,3251,20-10-2014,soda,138
10945,4846,28-10-2014,whole milk,164
10946,4511,18-08-2014,pork,111
10947,1689,19-09-2014,beef,8
10948,3789,10/3/2014,pot plants,112
10949,2737,26-12-2014,other vegetables,102
10950,1374,1/9/2014,sugar,150
10951,3948,20-02-2014,waffles,159
10952,4544,15-05-2014,bottled water,12
10953,2758,30-06-2014,whole milk,164
10954,1659,5/7/2014,dishes,47
10955,4988,13-12-2014,misc. beverages,92
10956,4073,26-04-2014,detergent,45
10957,1212,25-05-2014,beef,8
10958,3657,29-05-2014,butter,15
10959,1187,8/6/2014,soda,138
10960,4251,2/7/2014,ham,67
10961,1100,20-02-2014,hamburger meat,68
10962,1410,23-05-2014,yogurt,165
10963,3871,16-08-2014,whole milk,164
10964,1756,22-09-2014,UHT-milk,1
10965,4780,16-08-2014,shopping bags,133
10966,4435,27-01-2014,root vegetables,123
10967,3212,9/4/2014,coffee,34
10968,2871,3/5/2014,whole milk,164
10969,2645,23-10-2014,soda,138
10970,3469,11/4/2014,whole milk,164
10971,2349,12/10/2014,female sanitary products,50
10972,3247,3/9/2014,pip fruit,109
10973,1202,21-04-2014,coffee,34
10974,1512,29-04-2014,bottled beer,11
10975,3294,1/3/2014,root vegetables,123
10976,3142,12/2/2014,tropical fruit,156
10977,4632,18-09-2014,root vegetables,123
10978,3411,30-11-2014,whole milk,164
10979,1200,27-02-2014,brown bread,14
10980,1107,26-09-2014,shopping bags,133
10981,4070,8/3/2014,specialty chocolate,145
10982,3901,30-11-2014,curd,40
10983,3615,13-06-2014,sugar,150
10984,3857,30-12-2014,soda,138
10985,3142,1/9/2014,pasta,104
10986,2011,18-05-2014,liquor,82
10987,3414,2/4/2014,bottled water,12
10988,3013,25-03-2014,whole milk,164
10989,3053,13-12-2014,rolls/buns,122
10990,2270,18-12-2014,tropical fruit,156
10991,3844,25-09-2014,beverages,10
10992,1578,29-11-2014,frozen vegetables,63
10993,1364,11/8/2014,other vegetables,102
10994,4902,21-11-2014,salty snack,128
10995,2696,23-12-2014,whole milk,164
10996,1449,18-07-2014,whole milk,164
10997,3277,30-08-2014,fruit/vegetable juice,64
10998,1719,14-11-2014,whole milk,164
10999,3111,30-10-2014,soda,138
11000,4135,22-02-2014,other vegetables,102
11001,2261,21-01-2014,tropical fruit,156
11002,3835,15-10-2014,fruit/vegetable juice,64
11003,4379,26-08-2014,rolls/buns,122
11004,4284,6/10/2014,soda,138
11005,2815,23-09-2014,dessert,44
11006,4394,14-02-2014,other vegetables,102
11007,1400,11/10/2014,rolls/buns,122
11008,2964,3/10/2014,oil,98
11009,2457,9/7/2014,other vegetables,102
11010,3725,8/3/2014,coffee,34
11011,2041,19-06-2014,root vegetables,123
11012,1259,10/6/2014,hamburger meat,68
11013,1235,4/10/2014,condensed milk,35
11014,4820,2/7/2014,other vegetables,102
11015,4690,20-12-2014,salty snack,128
11016,4308,29-11-2014,soda,138
11017,2944,31-07-2014,beverages,10
11018,4809,21-06-2014,brown bread,14
11019,2803,4/3/2014,shopping bags,133
11020,2925,24-11-2014,citrus fruit,30
11021,4329,6/4/2014,dishes,47
11022,2811,20-06-2014,butter milk,16
11023,1527,29-01-2014,other vegetables,102
11024,2909,6/9/2014,whole milk,164
11025,2045,11/4/2014,yogurt,165
11026,2170,24-02-2014,fish,52
11027,3962,15-11-2014,rolls/buns,122
11028,3065,14-03-2014,whole milk,164
11029,1425,6/2/2014,citrus fruit,30
11030,2692,4/10/2014,butter,15
11031,4893,27-06-2014,curd,40
11032,1528,1/2/2014,frozen vegetables,63
11033,2587,29-10-2014,flower (seeds),54
11034,4065,13-01-2014,brown bread,14
11035,1616,7/11/2014,whole milk,164
11036,1476,16-01-2014,yogurt,165
11037,3133,12/7/2014,butter milk,16
11038,4770,22-02-2014,butter,15
11039,4725,19-12-2014,brown bread,14
11040,3293,17-10-2014,rolls/buns,122
11041,3244,21-06-2014,canned fish,21
11042,4941,9/9/2014,coffee,34
11043,4840,27-08-2014,onions,99
11044,3439,14-05-2014,frozen vegetables,63
11045,4609,1/5/2014,beef,8
11046,3818,11/3/2014,root vegetables,123
11047,1001,12/12/2014,whole milk,164
11048,4523,11/7/2014,ham,67
11049,2349,28-05-2014,yogurt,165
11050,2026,7/1/2014,other vegetables,102
11051,3587,3/8/2014,other vegetables,102
11052,3959,5/7/2014,hamburger meat,68
11053,2901,9/8/2014,whipped/sour cream,160
11054,2689,19-04-2014,long life bakery product,85
11055,1844,27-04-2014,pip fruit,109
11056,3629,5/7/2014,red/blush wine,119
11057,4991,28-08-2014,whole milk,164
11058,1003,15-10-2014,root vegetables,123
11059,4455,18-06-2014,root vegetables,123
11060,2662,5/12/2014,tropical fruit,156
11061,2948,20-07-2014,yogurt,165
11062,4281,14-08-2014,frozen dessert,58
11063,1880,17-09-2014,other vegetables,102
11064,4858,17-08-2014,other vegetables,102
11065,2907,25-03-2014,margarine,88
11066,2339,28-01-2014,bottled water,12
11067,3479,6/6/2014,herbs,70
11068,2562,14-11-2014,yogurt,165
11069,3204,29-05-2014,tropical fruit,156
11070,3200,27-10-2014,yogurt,165
11071,4950,20-04-2014,cream,38
11072,1279,13-02-2014,oil,98
11073,2245,19-02-2014,fish,52
11074,1856,26-04-2014,chocolate,28
11075,1966,23-10-2014,other vegetables,102
11076,1714,22-01-2014,mustard,93
11077,2133,4/12/2014,sausage,130
11078,1147,4/3/2014,frozen meals,61
11079,4991,20-01-2014,processed cheese,115
11080,2850,18-01-2014,organic sausage,101
11081,4159,11/7/2014,canned fish,21
11082,1902,14-12-2014,shopping bags,133
11083,4675,9/7/2014,coffee,34
11084,4544,29-10-2014,canned beer,20
11085,4715,10/12/2014,soda,138
11086,2020,1/2/2014,beef,8
11087,3814,5/1/2014,bottled water,12
11088,3351,13-06-2014,citrus fruit,30
11089,1721,7/3/2014,bottled water,12
11090,4365,23-01-2014,other vegetables,102
11091,3724,5/7/2014,sweet spreads,151
11092,3160,13-11-2014,chocolate,28
11093,3786,2/4/2014,berries,9
11094,1204,12/1/2014,softener,140
11095,1240,15-07-2014,onions,99
11096,2504,10/2/2014,condensed milk,35
11097,4897,13-06-2014,dishes,47
11098,3491,11/12/2014,rolls/buns,122
11099,3046,22-08-2014,citrus fruit,30
11100,4820,23-04-2014,onions,99
11101,4898,3/4/2014,tropical fruit,156
11102,2919,14-01-2014,rolls/buns,122
11103,1354,4/5/2014,bottled beer,11
11104,4424,31-08-2014,margarine,88
11105,1320,19-07-2014,soft cheese,139
11106,4422,19-10-2014,pip fruit,109
11107,3533,22-08-2014,hamburger meat,68
11108,3721,10/12/2014,tropical fruit,156
11109,3107,2/1/2014,rolls/buns,122
11110,4908,13-11-2014,coffee,34
11111,1684,26-02-2014,canned beer,20
11112,3452,23-12-2014,canned beer,20
11113,4052,17-05-2014,UHT-milk,1
11114,1520,30-04-2014,other vegetables,102
11115,2063,26-05-2014,onions,99
11116,2353,14-11-2014,other vegetables,102
11117,3450,20-05-2014,beverages,10
11118,4056,3/10/2014,soda,138
11119,4865,20-05-2014,chocolate,28
11120,1395,20-05-2014,long life bakery product,85
11121,2325,27-02-2014,fruit/vegetable juice,64
11122,4887,2/1/2014,long life bakery product,85
11123,3356,30-09-2014,UHT-milk,1
11124,3827,11/9/2014,pork,111
11125,1546,2/4/2014,white bread,162
11126,1327,4/12/2014,pip fruit,109
11127,2682,20-02-2014,other vegetables,102
11128,4937,22-06-2014,rolls/buns,122
11129,3817,24-11-2014,newspapers,95
11130,4314,27-01-2014,margarine,88
11131,4146,3/1/2014,dessert,44
11132,4749,11/9/2014,root vegetables,123
11133,3222,16-01-2014,rolls/buns,122
11134,1937,7/3/2014,other vegetables,102
11135,1440,1/1/2014,other vegetables,102
11136,1682,5/7/2014,citrus fruit,30
11137,1421,30-08-2014,pip fruit,109
11138,2774,26-03-2014,other vegetables,102
11139,2009,11/12/2014,rolls/buns,122
11140,1366,19-02-2014,canned beer,20
11141,1432,12/3/2014,frozen vegetables,63
11142,2758,24-10-2014,pip fruit,109
11143,1209,5/3/2014,yogurt,165
11144,3695,12/10/2014,citrus fruit,30
11145,1353,12/9/2014,rolls/buns,122
11146,4351,26-11-2014,waffles,159
11147,4277,3/8/2014,yogurt,165
11148,4532,13-11-2014,pip fruit,109
11149,4281,9/3/2014,yogurt,165
11150,2025,13-11-2014,coffee,34
11151,1708,9/7/2014,other vegetables,102
11152,3153,21-06-2014,onions,99
11153,4584,22-04-2014,other vegetables,102
11154,3948,10/4/2014,soda,138
11155,4082,3/8/2014,berries,9
11156,1169,15-01-2014,other vegetables,102
11157,1220,16-11-2014,sausage,130
11158,1438,18-05-2014,butter,15
11159,2071,31-07-2014,pip fruit,109
11160,4802,10/8/2014,tropical fruit,156
11161,2868,15-06-2014,citrus fruit,30
11162,2390,28-11-2014,rolls/buns,122
11163,3649,23-09-2014,rolls/buns,122
11164,1834,21-12-2014,berries,9
11165,1578,26-03-2014,whole milk,164
11166,4060,11/10/2014,tropical fruit,156
11167,3717,27-01-2014,pip fruit,109
11168,1501,3/11/2014,whole milk,164
11169,4654,6/5/2014,rolls/buns,122
11170,1022,22-02-2014,beef,8
11171,4822,2/7/2014,rolls/buns,122
11172,4473,3/6/2014,bottled beer,11
11173,1099,29-08-2014,root vegetables,123
11174,2020,11/4/2014,hamburger meat,68
11175,4227,25-07-2014,citrus fruit,30
11176,1113,2/2/2014,curd,40
11177,4542,5/12/2014,other vegetables,102
11178,1607,5/10/2014,other vegetables,102
11179,4825,23-04-2014,soda,138
11180,4467,11/1/2014,white bread,162
11181,3146,7/2/2014,root vegetables,123
11182,3508,10/3/2014,root vegetables,123
11183,4712,3/11/2014,pork,111
11184,3535,16-02-2014,whole milk,164
11185,4404,10/10/2014,candy,19
11186,2934,30-10-2014,tropical fruit,156
11187,4080,23-04-2014,citrus fruit,30
11188,1266,27-08-2014,other vegetables,102
11189,4244,5/12/2014,oil,98
11190,2545,13-04-2014,herbs,70
11191,3427,5/6/2014,meat,90
11192,2174,18-09-2014,rolls/buns,122
11193,3849,9/10/2014,pork,111
11194,4015,10/11/2014,whole milk,164
11195,3123,15-12-2014,whole milk,164
11196,3366,19-12-2014,white wine,163
11197,4916,7/11/2014,liquor,82
11198,4698,24-07-2014,cleaner,31
11199,1137,16-05-2014,nut snack,96
11200,1781,15-03-2014,specialty bar,143
11201,1519,28-10-2014,butter,15
11202,4262,17-08-2014,domestic eggs,49
11203,4625,3/1/2014,white bread,162
11204,4823,22-02-2014,whole milk,164
11205,2669,20-03-2014,white bread,162
11206,1417,14-10-2014,whipped/sour cream,160
11207,2311,26-10-2014,soda,138
11208,4387,22-10-2014,frozen dessert,58
11209,4833,17-08-2014,domestic eggs,49
11210,1002,26-04-2014,butter,15
11211,1019,10/12/2014,hamburger meat,68
11212,1548,1/10/2014,long life bakery product,85
11213,2350,3/4/2014,other vegetables,102
11214,4599,23-04-2014,pastry,105
11215,2983,28-02-2014,tropical fruit,156
11216,1994,21-07-2014,soda,138
11217,2611,16-02-2014,roll products ,121
11218,2649,3/9/2014,baking powder,6
11219,4941,12/6/2014,whole milk,164
11220,1836,13-04-2014,whole milk,164
11221,1878,9/6/2014,rolls/buns,122
11222,3184,10/9/2014,sliced cheese,135
11223,1924,20-05-2014,other vegetables,102
11224,3266,30-10-2014,UHT-milk,1
11225,4807,21-05-2014,curd,40
11226,1746,21-03-2014,root vegetables,123
11227,3267,27-03-2014,other vegetables,102
11228,3216,2/11/2014,other vegetables,102
11229,3629,5/11/2014,citrus fruit,30
11230,1142,22-05-2014,newspapers,95
11231,1178,15-06-2014,tropical fruit,156
11232,2391,1/11/2014,whole milk,164
11233,1753,30-07-2014,hygiene articles,73
11234,4607,9/6/2014,pastry,105
11235,2762,27-10-2014,pastry,105
11236,1959,23-03-2014,pip fruit,109
11237,2776,14-05-2014,specialty cheese,144
11238,4554,18-07-2014,white bread,162
11239,4367,22-08-2014,rolls/buns,122
11240,3265,9/7/2014,whole milk,164
11241,4665,12/1/2014,soda,138
11242,4224,6/10/2014,grapes,65
11243,1759,28-07-2014,bottled water,12
11244,4712,21-09-2014,whole milk,164
11245,1364,7/1/2014,citrus fruit,30
11246,4465,4/1/2014,specialty chocolate,145
11247,4635,2/2/2014,baking powder,6
11248,1852,4/1/2014,tropical fruit,156
11249,4551,7/1/2014,mayonnaise,89
11250,1134,18-02-2014,cream cheese ,39
11251,3151,20-08-2014,meat,90
11252,2593,16-04-2014,UHT-milk,1
11253,2318,10/12/2014,frozen fish,59
11254,1483,13-01-2014,meat,90
11255,1892,5/8/2014,citrus fruit,30
11256,4184,17-09-2014,pip fruit,109
11257,2741,10/8/2014,UHT-milk,1
11258,2461,24-01-2014,bottled water,12
11259,3608,24-01-2014,house keeping products,72
11260,3038,30-12-2014,rolls/buns,122
11261,1772,4/2/2014,sugar,150
11262,3548,20-10-2014,dessert,44
11263,3010,11/5/2014,root vegetables,123
11264,4010,11/8/2014,yogurt,165
11265,4466,14-07-2014,whole milk,164
11266,4191,5/8/2014,citrus fruit,30
11267,1578,24-08-2014,napkins,94
11268,2837,13-10-2014,dessert,44
11269,4860,25-06-2014,citrus fruit,30
11270,2047,12/5/2014,sausage,130
11271,4649,5/9/2014,canned beer,20
11272,3247,9/3/2014,rice,120
11273,4192,22-02-2014,butter,15
11274,3491,26-06-2014,root vegetables,123
11275,1025,6/2/2014,coffee,34
11276,3556,17-12-2014,butter milk,16
11277,3698,11/7/2014,root vegetables,123
11278,1534,2/7/2014,other vegetables,102
11279,1327,14-12-2014,grapes,65
11280,1716,16-08-2014,brown bread,14
11281,4500,15-11-2014,rolls/buns,122
11282,1097,3/5/2014,shopping bags,133
11283,3614,13-04-2014,other vegetables,102
11284,1717,26-07-2014,pip fruit,109
11285,1981,1/11/2014,whole milk,164
11286,2320,25-03-2014,yogurt,165
11287,3088,11/3/2014,newspapers,95
11288,4920,9/10/2014,whole milk,164
11289,4338,25-10-2014,pip fruit,109
11290,2093,1/6/2014,napkins,94
11291,4212,12/5/2014,organic sausage,101
11292,3817,12/3/2014,red/blush wine,119
11293,2552,8/10/2014,butter,15
11294,2524,3/8/2014,white wine,163
11295,2454,12/7/2014,red/blush wine,119
11296,1498,29-10-2014,citrus fruit,30
11297,2222,3/4/2014,pork,111
11298,3905,25-01-2014,fruit/vegetable juice,64
11299,3485,10/11/2014,rolls/buns,122
11300,4403,24-06-2014,tropical fruit,156
11301,2661,14-12-2014,whole milk,164
11302,2415,14-09-2014,pastry,105
11303,4165,16-09-2014,beef,8
11304,1838,14-06-2014,other vegetables,102
11305,4129,28-02-2014,meat spreads,91
11306,3468,2/6/2014,whipped/sour cream,160
11307,3515,13-04-2014,sliced cheese,135
11308,4683,9/5/2014,chicken,27
11309,4415,22-08-2014,bottled water,12
11310,3778,27-04-2014,pip fruit,109
11311,2406,27-10-2014,root vegetables,123
11312,2726,27-11-2014,pastry,105
11313,3370,14-12-2014,other vegetables,102
11314,4485,27-01-2014,dessert,44
11315,3266,6/9/2014,brown bread,14
11316,3115,9/7/2014,zwieback,166
11317,2479,5/3/2014,frozen meals,61
11318,1628,13-11-2014,hamburger meat,68
11319,1023,13-06-2014,domestic eggs,49
11320,1089,5/12/2014,yogurt,165
11321,1386,21-12-2014,pork,111
11322,3221,9/9/2014,soda,138
11323,2623,22-11-2014,whole milk,164
11324,2142,23-05-2014,bottled water,12
11325,4164,3/3/2014,curd,40
11326,1277,25-01-2014,butter,15
11327,2927,1/9/2014,packaged fruit/vegetables,103
11328,4455,9/10/2014,margarine,88
11329,4042,15-07-2014,tropical fruit,156
11330,1239,18-04-2014,meat,90
11331,1542,13-09-2014,yogurt,165
11332,4208,3/2/2014,pork,111
11333,4106,25-07-2014,tropical fruit,156
11334,1853,25-03-2014,citrus fruit,30
11335,2701,16-08-2014,whole milk,164
11336,3539,19-03-2014,liquor (appetizer),83
11337,1428,18-10-2014,berries,9
11338,2424,23-03-2014,curd,40
11339,1528,12/6/2014,whole milk,164
11340,3150,11/8/2014,hamburger meat,68
11341,3635,23-12-2014,beef,8
11342,4078,27-09-2014,pip fruit,109
11343,3606,11/11/2014,other vegetables,102
11344,4066,24-01-2014,hamburger meat,68
11345,4508,22-11-2014,rolls/buns,122
11346,2284,24-03-2014,bottled water,12
11347,3450,26-11-2014,pastry,105
11348,4097,18-05-2014,butter,15
11349,4096,20-04-2014,ham,67
11350,2637,18-09-2014,whole milk,164
11351,3007,2/12/2014,canned beer,20
11352,1859,5/11/2014,tropical fruit,156
11353,1479,29-03-2014,pip fruit,109
11354,1719,25-04-2014,soda,138
11355,1618,13-07-2014,bottled beer,11
11356,3976,5/10/2014,other vegetables,102
11357,2482,21-01-2014,pip fruit,109
11358,4899,27-08-2014,root vegetables,123
11359,2364,23-07-2014,pip fruit,109
11360,2478,25-02-2014,napkins,94
11361,3680,25-10-2014,curd,40
11362,2552,20-06-2014,female sanitary products,50
11363,3676,9/6/2014,whipped/sour cream,160
11364,1855,16-07-2014,other vegetables,102
11365,3582,29-11-2014,berries,9
11366,2688,21-12-2014,whole milk,164
11367,3782,14-05-2014,whole milk,164
11368,1427,12/6/2014,brown bread,14
11369,4310,7/7/2014,specialty chocolate,145
11370,2803,26-10-2014,coffee,34
11371,4601,5/1/2014,pot plants,112
11372,2027,26-02-2014,frozen meals,61
11373,1398,23-08-2014,specialty chocolate,145
11374,1896,25-07-2014,sugar,150
11375,3731,18-08-2014,roll products ,121
11376,2764,18-04-2014,whipped/sour cream,160
11377,3909,16-09-2014,tropical fruit,156
11378,2857,12/12/2014,pip fruit,109
11379,2192,21-11-2014,margarine,88
11380,1507,6/6/2014,bottled water,12
11381,4617,3/11/2014,newspapers,95
11382,3920,17-02-2014,soda,138
11383,1843,24-09-2014,soda,138
11384,2946,20-09-2014,rolls/buns,122
11385,1087,16-12-2014,soda,138
11386,2014,19-12-2014,pip fruit,109
11387,1473,27-02-2014,soda,138
11388,3095,17-08-2014,root vegetables,123
11389,4461,13-05-2014,cake bar,17
11390,3879,3/12/2014,soda,138
11391,3083,9/6/2014,tropical fruit,156
11392,1114,25-04-2014,chocolate,28
11393,2390,26-08-2014,other vegetables,102
11394,1625,10/1/2014,pot plants,112
11395,4842,19-10-2014,domestic eggs,49
11396,4798,19-05-2014,pip fruit,109
11397,3127,24-03-2014,pork,111
11398,4051,18-12-2014,bottled water,12
11399,1004,19-08-2014,root vegetables,123
11400,3782,21-09-2014,shopping bags,133
11401,2974,1/1/2014,berries,9
11402,1938,25-09-2014,soda,138
11403,4973,28-05-2014,yogurt,165
11404,3065,28-12-2014,dessert,44
11405,2704,2/8/2014,vinegar,158
11406,3083,19-09-2014,domestic eggs,49
11407,4442,8/4/2014,pastry,105
11408,2147,15-09-2014,canned vegetables,23
11409,4594,24-12-2014,whole milk,164
11410,1108,22-08-2014,salty snack,128
11411,4277,4/9/2014,brown bread,14
11412,2058,8/5/2014,frozen vegetables,63
11413,1041,29-06-2014,tropical fruit,156
11414,4494,11/6/2014,berries,9
11415,3246,14-01-2014,pot plants,112
11416,2264,17-10-2014,other vegetables,102
11417,4931,28-08-2014,yogurt,165
11418,3457,17-03-2014,chicken,27
11419,4444,8/12/2014,frozen meals,61
11420,1724,4/4/2014,chicken,27
11421,1966,14-02-2014,vinegar,158
11422,4126,6/11/2014,berries,9
11423,3430,12/1/2014,other vegetables,102
11424,2054,21-11-2014,yogurt,165
11425,3667,11/5/2014,soda,138
11426,3329,8/9/2014,white bread,162
11427,3841,27-09-2014,margarine,88
11428,2687,16-12-2014,curd,40
11429,1328,14-08-2014,tropical fruit,156
11430,4211,3/4/2014,bottled beer,11
11431,2604,17-09-2014,grapes,65
11432,1937,26-07-2014,sugar,150
11433,3856,3/3/2014,onions,99
11434,3484,25-12-2014,beef,8
11435,1549,2/3/2014,domestic eggs,49
11436,1702,5/5/2014,pastry,105
11437,3694,1/8/2014,whole milk,164
11438,4608,20-07-2014,cream cheese ,39
11439,2376,15-06-2014,specialty chocolate,145
11440,3282,10/7/2014,ice cream,74
11441,2349,14-03-2014,liquor,82
11442,2936,7/3/2014,onions,99
11443,2311,13-03-2014,citrus fruit,30
11444,1661,21-07-2014,dessert,44
11445,2652,4/9/2014,ham,67
11446,2049,2/4/2014,other vegetables,102
11447,4855,16-06-2014,cat food,24
11448,2715,23-05-2014,pip fruit,109
11449,4132,2/3/2014,yogurt,165
11450,1887,3/2/2014,yogurt,165
11451,1832,21-08-2014,whole milk,164
11452,1176,21-11-2014,frozen potato products,62
11453,3382,13-11-2014,dessert,44
11454,1444,7/3/2014,whole milk,164
11455,1702,13-05-2014,pork,111
11456,3447,30-06-2014,margarine,88
11457,4759,24-01-2014,chewing gum,26
11458,2536,9/2/2014,specialty bar,143
11459,3666,12/4/2014,canned beer,20
11460,3767,6/7/2014,onions,99
11461,3271,25-02-2014,specialty fat,146
11462,3654,17-06-2014,tropical fruit,156
11463,4871,7/7/2014,chocolate,28
11464,1217,3/12/2014,citrus fruit,30
11465,1616,3/5/2014,margarine,88
11466,1329,22-02-2014,dessert,44
11467,4603,17-11-2014,whole milk,164
11468,4431,10/5/2014,brown bread,14
11469,3913,11/4/2014,canned beer,20
11470,2325,6/11/2014,pastry,105
11471,4117,3/8/2014,yogurt,165
11472,2174,5/1/2014,brown bread,14
11473,4541,3/4/2014,root vegetables,123
11474,3670,6/5/2014,chocolate,28
11475,3719,26-10-2014,whole milk,164
11476,3499,13-07-2014,canned beer,20
11477,1749,9/12/2014,ham,67
11478,1572,17-05-2014,chicken,27
11479,2271,3/2/2014,root vegetables,123
11480,3834,18-05-2014,rolls/buns,122
11481,1146,23-05-2014,yogurt,165
11482,4298,22-03-2014,whole milk,164
11483,4164,25-09-2014,soda,138
11484,3998,8/1/2014,ice cream,74
11485,3786,21-10-2014,mayonnaise,89
11486,3285,21-10-2014,tropical fruit,156
11487,3159,18-04-2014,pip fruit,109
11488,3820,26-07-2014,butter milk,16
11489,1808,15-12-2014,sugar,150
11490,4860,22-02-2014,rolls/buns,122
11491,1928,23-05-2014,bottled beer,11
11492,1438,19-01-2014,whole milk,164
11493,4290,26-03-2014,soda,138
11494,1818,8/12/2014,other vegetables,102
11495,1176,4/8/2014,hard cheese,69
11496,4879,19-09-2014,butter milk,16
11497,1574,17-06-2014,soda,138
11498,1045,10/4/2014,fruit/vegetable juice,64
11499,1168,31-10-2014,sweet spreads,151
11500,4648,3/10/2014,onions,99
11501,1931,4/3/2014,pip fruit,109
11502,2868,4/3/2014,pastry,105
11503,3082,22-07-2014,canned beer,20
11504,2935,21-04-2014,whole milk,164
11505,2639,8/6/2014,bottled beer,11
11506,2789,12/7/2014,white bread,162
11507,4153,14-02-2014,whole milk,164
11508,3761,12/2/2014,tropical fruit,156
11509,4444,25-04-2014,other vegetables,102
