oid,uid,Date,product_name,pid
2052,1135,03/05/2020,rolls/buns,122
2052,1135,03/05/2020,long life bakery product,85
2052,1135,03/05/2020,coffee,34
2052,1135,03/05/2020,whole milk,164
2053,1951,02/08/2020,bottled beer,11
2053,1951,02/08/2020,root vegetables,123
2053,1951,02/08/2020,other vegetables,102
2053,1951,02/08/2020,bottled beer,11
2053,1951,02/08/2020,UHT-milk,1
2054,891,02/08/2020,whole milk,164
2054,891,02/08/2020,root vegetables,123
2054,891,02/08/2020,packaged fruit/vegetables,103
2054,891,02/08/2020,frozen vegetables,63
2054,891,02/08/2020,pot plants,112
2055,1431,19/08/2020,whole milk,164
2055,1431,19/08/2020,red/blush wine,119
2055,1431,19/08/2020,tropical fruit,156
2055,1431,19/08/2020,pastry,105
2055,1431,19/08/2020,dish cleaner,46
2056,302,19/08/2020,pastry,105
2056,302,19/08/2020,brown bread,14
2056,302,19/08/2020,soda,138
2056,302,19/08/2020,bottled beer,11
2056,302,19/08/2020,tropical fruit,156
2057,1397,26/05/2020,processed cheese,115
2057,1397,26/05/2020,sausage,130
2057,1397,26/05/2020,long life bakery product,85
2057,1397,26/05/2020,rolls/buns,122
2057,1397,26/05/2020,whole milk,164
2058,990,26/05/2020,pip fruit,109
2058,990,26/05/2020,butter,15
2058,990,26/05/2020,hamburger meat,68
2058,990,26/05/2020,meat,90
2058,990,26/05/2020,curd,40
2059,835,19/06/2020,citrus fruit,30
2059,835,19/06/2020,pork,111
2059,835,19/06/2020,hamburger meat,68
2059,835,19/06/2020,soda,138
2059,835,19/06/2020,canned beer,20
2060,1299,19/06/2020,whole milk,164
2060,1299,19/06/2020,sliced cheese,135
2060,1299,19/06/2020,citrus fruit,30
2060,1299,19/06/2020,citrus fruit,30
2060,1299,19/06/2020,spices,148
2061,1154,14/08/2020,tropical fruit,156
2061,1154,14/08/2020,beef,8
2061,1154,14/08/2020,pastry,105
2061,1154,14/08/2020,citrus fruit,30
2061,1154,14/08/2020,whole milk,164
2062,1744,14/08/2020,whole milk,164
2062,1744,14/08/2020,citrus fruit,30
2062,1744,14/08/2020,citrus fruit,30
2062,1744,14/08/2020,whole milk,164
2062,1744,14/08/2020,tropical fruit,156
2063,1717,07/09/2020,bottled water,12
2063,1717,07/09/2020,root vegetables,123
2063,1717,07/09/2020,root vegetables,123
2063,1717,07/09/2020,other vegetables,102
2063,1717,07/09/2020,canned beer,20
2064,502,07/09/2020,rolls/buns,122
2064,502,07/09/2020,other vegetables,102
2064,502,07/09/2020,citrus fruit,30
2064,502,07/09/2020,sausage,130
2064,502,07/09/2020,domestic eggs,49
2065,1387,08/08/2020,root vegetables,123
2065,1387,08/08/2020,hamburger meat,68
2065,1387,08/08/2020,soda,138
2065,1387,08/08/2020,other vegetables,102
2065,1387,08/08/2020,other vegetables,102
2066,709,08/08/2020,bottled water,12
2066,709,08/08/2020,pastry,105
2066,709,08/08/2020,other vegetables,102
2066,709,08/08/2020,rolls/buns,122
2066,709,08/08/2020,citrus fruit,30
2067,512,01/05/2020,other vegetables,102
2067,512,01/05/2020,citrus fruit,30
2067,512,01/05/2020,onions,99
2067,512,01/05/2020,domestic eggs,49
2067,512,01/05/2020,bottled beer,11
2068,705,01/05/2020,hard cheese,69
2068,705,01/05/2020,root vegetables,123
2068,705,01/05/2020,butter milk,16
2068,705,01/05/2020,hamburger meat,68
2068,705,01/05/2020,butter,15
2069,1923,04/05/2020,meat,90
2069,1923,04/05/2020,whole milk,164
2069,1923,04/05/2020,pastry,105
2069,1923,04/05/2020,sliced cheese,135
2069,1923,04/05/2020,ham,67
2070,1681,04/05/2020,whole milk,164
2070,1681,04/05/2020,other vegetables,102
2070,1681,04/05/2020,whole milk,164
2070,1681,04/05/2020,coffee,34
2070,1681,04/05/2020,beef,8
2071,301,27/09/2020,other vegetables,102
2071,301,27/09/2020,frozen meals,61
2071,301,27/09/2020,canned fish,21
2071,301,27/09/2020,salt,127
2071,301,27/09/2020,curd,40
2072,1258,27/09/2020,UHT-milk,1
2072,1258,27/09/2020,berries,9
2072,1258,27/09/2020,brown bread,14
2072,1258,27/09/2020,UHT-milk,1
2072,1258,27/09/2020,curd,40
2073,740,07/06/2020,soda,138
2073,740,07/06/2020,pip fruit,109
2073,740,07/06/2020,hygiene articles,73
2073,740,07/06/2020,curd,40
2073,740,07/06/2020,candy,19
2074,137,07/06/2020,beef,8
2074,137,07/06/2020,soda,138
2074,137,07/06/2020,pastry,105
2074,137,07/06/2020,onions,99
2074,137,07/06/2020,onions,99
2075,97,28/05/2020,turkey,157
2075,97,28/05/2020,other vegetables,102
2075,97,28/05/2020,citrus fruit,30
2075,97,28/05/2020,frozen dessert,58
2075,97,28/05/2020,newspapers,95
2076,1414,28/05/2020,specialty bar,143
2076,1414,28/05/2020,specialty bar,143
2076,1414,28/05/2020,canned beer,20
2076,1414,28/05/2020,rolls/buns,122
2076,1414,28/05/2020,shopping bags,133
2077,464,06/07/2020,curd,40
2077,464,06/07/2020,soda,138
2077,464,06/07/2020,rolls/buns,122
2077,464,06/07/2020,pip fruit,109
2077,464,06/07/2020,rolls/buns,122
2078,641,06/07/2020,spread cheese,149
2078,641,06/07/2020,canned beer,20
2078,641,06/07/2020,yogurt,165
2078,641,06/07/2020,beef,8
2078,641,06/07/2020,whole milk,164
2079,855,05/06/2020,grapes,65
2079,855,05/06/2020,rolls/buns,122
2079,855,05/06/2020,bottled beer,11
2079,855,05/06/2020,onions,99
2079,855,05/06/2020,root vegetables,123
2080,1786,05/06/2020,whole milk,164
2080,1786,05/06/2020,rolls/buns,122
2080,1786,05/06/2020,tropical fruit,156
2080,1786,05/06/2020,tropical fruit,156
2080,1786,05/06/2020,pastry,105
2081,706,19/06/2020,rolls/buns,122
2081,706,19/06/2020,soda,138
2081,706,19/06/2020,rolls/buns,122
2081,706,19/06/2020,bottled beer,11
2081,706,19/06/2020,sugar,150
2082,373,19/06/2020,rolls/buns,122
2082,373,19/06/2020,beverages,10
2082,373,19/06/2020,other vegetables,102
2082,373,19/06/2020,tropical fruit,156
2082,373,19/06/2020,chicken,27
2083,779,12/05/2020,beef,8
2083,779,12/05/2020,pork,111
2083,779,12/05/2020,brandy,13
2083,779,12/05/2020,other vegetables,102
2083,779,12/05/2020,oil,98
2084,646,12/05/2020,soda,138
2084,646,12/05/2020,root vegetables,123
2084,646,12/05/2020,newspapers,95
2084,646,12/05/2020,other vegetables,102
2084,646,12/05/2020,citrus fruit,30
2085,1165,27/06/2020,root vegetables,123
2085,1165,27/06/2020,other vegetables,102
2085,1165,27/06/2020,whole milk,164
2085,1165,27/06/2020,cream cheese ,39
2085,1165,27/06/2020,turkey,157
2086,822,27/06/2020,whole milk,164
2086,822,27/06/2020,beef,8
2086,822,27/06/2020,liquor (appetizer),83
2086,822,27/06/2020,chicken,27
2086,822,27/06/2020,whole milk,164
2087,909,09/08/2020,rolls/buns,122
2087,909,09/08/2020,dessert,44
2087,909,09/08/2020,UHT-milk,1
2087,909,09/08/2020,red/blush wine,119
2087,909,09/08/2020,bottled water,12
2088,1023,09/08/2020,other vegetables,102
2088,1023,09/08/2020,hamburger meat,68
2088,1023,09/08/2020,grapes,65
2088,1023,09/08/2020,semi-finished bread,132
2088,1023,09/08/2020,tropical fruit,156
2089,1478,28/05/2020,pork,111
2089,1478,28/05/2020,onions,99
2089,1478,28/05/2020,whole milk,164
2089,1478,28/05/2020,canned beer,20
2089,1478,28/05/2020,whole milk,164
2090,1074,28/05/2020,other vegetables,102
2090,1074,28/05/2020,whole milk,164
2090,1074,28/05/2020,pork,111
2090,1074,28/05/2020,sausage,130
2090,1074,28/05/2020,newspapers,95
2091,1432,08/07/2020,whole milk,164
2091,1432,08/07/2020,pastry,105
2091,1432,08/07/2020,fish,52
2091,1432,08/07/2020,chewing gum,26
2091,1432,08/07/2020,grapes,65
2092,51,08/07/2020,pot plants,112
2092,51,08/07/2020,root vegetables,123
2092,51,08/07/2020,herbs,70
2092,51,08/07/2020,dessert,44
2092,51,08/07/2020,curd,40
2093,374,24/07/2020,root vegetables,123
2093,374,24/07/2020,pork,111
2093,374,24/07/2020,grapes,65
2093,374,24/07/2020,beef,8
2093,374,24/07/2020,spread cheese,149
2094,116,24/07/2020,herbs,70
2094,116,24/07/2020,other vegetables,102
2094,116,24/07/2020,tropical fruit,156
2094,116,24/07/2020,beef,8
2094,116,24/07/2020,whole milk,164
2095,246,19/08/2020,root vegetables,123
2095,246,19/08/2020,onions,99
2095,246,19/08/2020,domestic eggs,49
2095,246,19/08/2020,yogurt,165
2095,246,19/08/2020,whole milk,164
2096,10,19/08/2020,whole milk,164
2096,10,19/08/2020,soda,138
2096,10,19/08/2020,whole milk,164
2096,10,19/08/2020,other vegetables,102
2096,10,19/08/2020,citrus fruit,30
2097,1504,26/05/2020,yogurt,165
2097,1504,26/05/2020,whipped/sour cream,160
2097,1504,26/05/2020,other vegetables,102
2097,1504,26/05/2020,berries,9
2097,1504,26/05/2020,whole milk,164
2098,1827,26/05/2020,berries,9
2098,1827,26/05/2020,pork,111
2098,1827,26/05/2020,root vegetables,123
2098,1827,26/05/2020,tropical fruit,156
2098,1827,26/05/2020,whole milk,164
2099,1796,09/09/2020,misc. beverages,92
2099,1796,09/09/2020,root vegetables,123
2099,1796,09/09/2020,pork,111
2099,1796,09/09/2020,pork,111
2099,1796,09/09/2020,tropical fruit,156
2100,263,09/09/2020,pickled vegetables,108
2100,263,09/09/2020,sausage,130
2100,263,09/09/2020,frozen vegetables,63
2100,263,09/09/2020,soda,138
2100,263,09/09/2020,chicken,27
2101,1781,17/06/2020,UHT-milk,1
2101,1781,17/06/2020,rolls/buns,122
2101,1781,17/06/2020,citrus fruit,30
2101,1781,17/06/2020,whole milk,164
2101,1781,17/06/2020,rolls/buns,122
2102,1507,17/06/2020,ham,67
2102,1507,17/06/2020,root vegetables,123
2102,1507,17/06/2020,hygiene articles,73
2102,1507,17/06/2020,whipped/sour cream,160
2102,1507,17/06/2020,beverages,10
2103,898,01/05/2020,beef,8
2103,898,01/05/2020,shopping bags,133
2103,898,01/05/2020,butter milk,16
2103,898,01/05/2020,Instant food products,0
2103,898,01/05/2020,berries,9
2104,830,01/05/2020,whole milk,164
2104,830,01/05/2020,flower (seeds),54
2104,830,01/05/2020,onions,99
2104,830,01/05/2020,hamburger meat,68
2104,830,01/05/2020,other vegetables,102
2105,1290,27/06/2020,cream cheese ,39
2105,1290,27/06/2020,whole milk,164
2105,1290,27/06/2020,pork,111
2105,1290,27/06/2020,misc. beverages,92
2105,1290,27/06/2020,whole milk,164
2106,951,27/06/2020,cake bar,17
2106,951,27/06/2020,hamburger meat,68
2106,951,27/06/2020,grapes,65
2106,951,27/06/2020,rolls/buns,122
2106,951,27/06/2020,soda,138
2107,131,21/08/2020,tropical fruit,156
2107,131,21/08/2020,sliced cheese,135
2107,131,21/08/2020,soda,138
2107,131,21/08/2020,other vegetables,102
2107,131,21/08/2020,pastry,105
2108,537,21/08/2020,citrus fruit,30
2108,537,21/08/2020,curd,40
2108,537,21/08/2020,whipped/sour cream,160
2108,537,21/08/2020,canned beer,20
2108,537,21/08/2020,roll products ,121
2109,674,04/07/2020,soda,138
2109,674,04/07/2020,pot plants,112
2109,674,04/07/2020,root vegetables,123
2109,674,04/07/2020,beef,8
2109,674,04/07/2020,citrus fruit,30
2110,1544,04/07/2020,rolls/buns,122
2110,1544,04/07/2020,rolls/buns,122
2110,1544,04/07/2020,citrus fruit,30
2110,1544,04/07/2020,whole milk,164
2110,1544,04/07/2020,cream cheese ,39
2111,1029,14/09/2020,turkey,157
2111,1029,14/09/2020,shopping bags,133
2111,1029,14/09/2020,bottled beer,11
2111,1029,14/09/2020,popcorn,110
2111,1029,14/09/2020,whole milk,164
2112,407,14/09/2020,pork,111
2112,407,14/09/2020,hamburger meat,68
2112,407,14/09/2020,root vegetables,123
2112,407,14/09/2020,rolls/buns,122
2112,407,14/09/2020,newspapers,95
2113,910,03/09/2020,newspapers,95
2113,910,03/09/2020,grapes,65
2113,910,03/09/2020,coffee,34
2113,910,03/09/2020,pot plants,112
2113,910,03/09/2020,dish cleaner,46
2114,54,03/09/2020,napkins,94
2114,54,03/09/2020,herbs,70
2114,54,03/09/2020,pastry,105
2114,54,03/09/2020,whole milk,164
2114,54,03/09/2020,rolls/buns,122
2115,1136,18/08/2020,tropical fruit,156
2115,1136,18/08/2020,grapes,65
2115,1136,18/08/2020,pork,111
2115,1136,18/08/2020,chewing gum,26
2115,1136,18/08/2020,bottled water,12
2116,1980,18/08/2020,whipped/sour cream,160
2116,1980,18/08/2020,coffee,34
2116,1980,18/08/2020,newspapers,95
2116,1980,18/08/2020,whipped/sour cream,160
2116,1980,18/08/2020,frozen meals,61
2117,72,02/05/2020,whole milk,164
2117,72,02/05/2020,organic sausage,101
2117,72,02/05/2020,dog food,48
2117,72,02/05/2020,root vegetables,123
2117,72,02/05/2020,whole milk,164
2118,469,02/05/2020,oil,98
2118,469,02/05/2020,citrus fruit,30
2118,469,02/05/2020,pasta,104
2118,469,02/05/2020,butter milk,16
2118,469,02/05/2020,pastry,105
2119,881,17/07/2020,root vegetables,123
2119,881,17/07/2020,salt,127
2119,881,17/07/2020,yogurt,165
2119,881,17/07/2020,other vegetables,102
2119,881,17/07/2020,brown bread,14
2120,760,17/07/2020,liquor,82
2120,760,17/07/2020,other vegetables,102
2120,760,17/07/2020,citrus fruit,30
2120,760,17/07/2020,chicken,27
2120,760,17/07/2020,soda,138
2121,1393,08/06/2020,onions,99
2121,1393,08/06/2020,root vegetables,123
2121,1393,08/06/2020,whole milk,164
2121,1393,08/06/2020,newspapers,95
2121,1393,08/06/2020,hygiene articles,73
2122,321,08/06/2020,dessert,44
2122,321,08/06/2020,other vegetables,102
2122,321,08/06/2020,whole milk,164
2122,321,08/06/2020,other vegetables,102
2122,321,08/06/2020,margarine,88
2123,932,27/05/2020,curd,40
2123,932,27/05/2020,onions,99
2123,932,27/05/2020,whipped/sour cream,160
2123,932,27/05/2020,tropical fruit,156
2123,932,27/05/2020,beef,8
2124,1262,27/05/2020,tropical fruit,156
2124,1262,27/05/2020,domestic eggs,49
2124,1262,27/05/2020,pip fruit,109
2124,1262,27/05/2020,cream cheese ,39
2124,1262,27/05/2020,root vegetables,123
2125,973,02/08/2020,dessert,44
2125,973,02/08/2020,long life bakery product,85
2125,973,02/08/2020,long life bakery product,85
2125,973,02/08/2020,fruit/vegetable juice,64
2125,973,02/08/2020,butter,15
2126,548,02/08/2020,berries,9
2126,548,02/08/2020,grapes,65
2126,548,02/08/2020,citrus fruit,30
2126,548,02/08/2020,tropical fruit,156
2126,548,02/08/2020,newspapers,95
2127,994,05/06/2020,yogurt,165
2127,994,05/06/2020,tropical fruit,156
2127,994,05/06/2020,whole milk,164
2127,994,05/06/2020,rice,120
2127,994,05/06/2020,chicken,27
2128,502,05/06/2020,white bread,162
2128,502,05/06/2020,root vegetables,123
2128,502,05/06/2020,zwieback,166
2128,502,05/06/2020,other vegetables,102
2128,502,05/06/2020,bottled water,12
2129,1517,20/09/2020,bottled water,12
2129,1517,20/09/2020,whole milk,164
2129,1517,20/09/2020,specialty chocolate,145
2129,1517,20/09/2020,margarine,88
2129,1517,20/09/2020,whipped/sour cream,160
2130,601,20/09/2020,curd,40
2130,601,20/09/2020,chicken,27
2130,601,20/09/2020,misc. beverages,92
2130,601,20/09/2020,liquor,82
2130,601,20/09/2020,whole milk,164
2131,1077,08/08/2020,herbs,70
2131,1077,08/08/2020,other vegetables,102
2131,1077,08/08/2020,other vegetables,102
2131,1077,08/08/2020,tropical fruit,156
2131,1077,08/08/2020,citrus fruit,30
2132,1325,08/08/2020,whole milk,164
2132,1325,08/08/2020,yogurt,165
2132,1325,08/08/2020,pastry,105
2132,1325,08/08/2020,whole milk,164
2132,1325,08/08/2020,bottled water,12
2133,1735,16/09/2020,rolls/buns,122
2133,1735,16/09/2020,ham,67
2133,1735,16/09/2020,ice cream,74
2133,1735,16/09/2020,rolls/buns,122
2133,1735,16/09/2020,canned beer,20
2134,1291,16/09/2020,misc. beverages,92
2134,1291,16/09/2020,frozen vegetables,63
2134,1291,16/09/2020,hamburger meat,68
2134,1291,16/09/2020,pip fruit,109
2134,1291,16/09/2020,other vegetables,102
2135,1122,09/04/2020,grapes,65
2135,1122,09/04/2020,white bread,162
2135,1122,09/04/2020,butter,15
2135,1122,09/04/2020,tropical fruit,156
2135,1122,09/04/2020,whole milk,164
2136,546,09/04/2020,sausage,130
2136,546,09/04/2020,other vegetables,102
2136,546,09/04/2020,soda,138
2136,546,09/04/2020,soda,138
2136,546,09/04/2020,soda,138
2137,1269,05/05/2020,beef,8
2137,1269,05/05/2020,tropical fruit,156
2137,1269,05/05/2020,citrus fruit,30
2137,1269,05/05/2020,tropical fruit,156
2137,1269,05/05/2020,rolls/buns,122
2138,1872,05/05/2020,root vegetables,123
2138,1872,05/05/2020,beverages,10
2138,1872,05/05/2020,turkey,157
2138,1872,05/05/2020,citrus fruit,30
2138,1872,05/05/2020,other vegetables,102
2139,995,14/05/2020,finished products,51
2139,995,14/05/2020,whole milk,164
2139,995,14/05/2020,coffee,34
2139,995,14/05/2020,herbs,70
2139,995,14/05/2020,vinegar,158
2140,1533,14/05/2020,domestic eggs,49
2140,1533,14/05/2020,butter,15
2140,1533,14/05/2020,hamburger meat,68
2140,1533,14/05/2020,root vegetables,123
2140,1533,14/05/2020,yogurt,165
2141,32,14/08/2020,whole milk,164
2141,32,14/08/2020,chicken,27
2141,32,14/08/2020,canned beer,20
2141,32,14/08/2020,candy,19
2141,32,14/08/2020,pip fruit,109
2142,70,14/08/2020,sausage,130
2142,70,14/08/2020,citrus fruit,30
2142,70,14/08/2020,candy,19
2142,70,14/08/2020,root vegetables,123
2142,70,14/08/2020,sliced cheese,135
2143,1554,09/04/2020,other vegetables,102
2143,1554,09/04/2020,instant coffee,75
2143,1554,09/04/2020,soda,138
2143,1554,09/04/2020,dish cleaner,46
2143,1554,09/04/2020,tropical fruit,156
2144,704,09/04/2020,other vegetables,102
2144,704,09/04/2020,other vegetables,102
2144,704,09/04/2020,whipped/sour cream,160
2144,704,09/04/2020,other vegetables,102
2144,704,09/04/2020,oil,98
2145,325,15/08/2020,brown bread,14
2145,325,15/08/2020,tropical fruit,156
2145,325,15/08/2020,skin care,134
2145,325,15/08/2020,misc. beverages,92
2145,325,15/08/2020,other vegetables,102
2146,1466,15/08/2020,other vegetables,102
2146,1466,15/08/2020,yogurt,165
2146,1466,15/08/2020,nut snack,96
2146,1466,15/08/2020,yogurt,165
2146,1466,15/08/2020,tropical fruit,156
2147,1216,26/08/2020,citrus fruit,30
2147,1216,26/08/2020,citrus fruit,30
2147,1216,26/08/2020,yogurt,165
2147,1216,26/08/2020,citrus fruit,30
2147,1216,26/08/2020,other vegetables,102
2148,1655,26/08/2020,hamburger meat,68
2148,1655,26/08/2020,newspapers,95
2148,1655,26/08/2020,grapes,65
2148,1655,26/08/2020,sugar,150
2148,1655,26/08/2020,frozen meals,61
2149,1661,14/09/2020,grapes,65
2149,1661,14/09/2020,specialty cheese,144
2149,1661,14/09/2020,bottled water,12
2149,1661,14/09/2020,white bread,162
2149,1661,14/09/2020,tropical fruit,156
2150,403,14/09/2020,sliced cheese,135
2150,403,14/09/2020,other vegetables,102
2150,403,14/09/2020,whole milk,164
2150,403,14/09/2020,other vegetables,102
2150,403,14/09/2020,other vegetables,102
2151,886,27/07/2020,meat,90
2151,886,27/07/2020,tropical fruit,156
2151,886,27/07/2020,citrus fruit,30
2151,886,27/07/2020,chocolate,28
2151,886,27/07/2020,pastry,105
2152,1509,27/07/2020,yogurt,165
2152,1509,27/07/2020,pot plants,112
2152,1509,27/07/2020,hygiene articles,73
2152,1509,27/07/2020,soda,138
2152,1509,27/07/2020,soda,138
2153,1411,10/04/2020,canned fish,21
2153,1411,10/04/2020,other vegetables,102
2153,1411,10/04/2020,pasta,104
2153,1411,10/04/2020,root vegetables,123
2153,1411,10/04/2020,white wine,163
2154,1710,10/04/2020,root vegetables,123
2154,1710,10/04/2020,hamburger meat,68
2154,1710,10/04/2020,pork,111
2154,1710,10/04/2020,citrus fruit,30
2154,1710,10/04/2020,canned beer,20
2155,807,12/04/2020,UHT-milk,1
2155,807,12/04/2020,red/blush wine,119
2155,807,12/04/2020,coffee,34
2155,807,12/04/2020,brown bread,14
2155,807,12/04/2020,root vegetables,123
2156,1392,12/04/2020,tropical fruit,156
2156,1392,12/04/2020,chocolate,28
2156,1392,12/04/2020,other vegetables,102
2156,1392,12/04/2020,tropical fruit,156
2156,1392,12/04/2020,rolls/buns,122
2157,30,08/08/2020,curd,40
2157,30,08/08/2020,whole milk,164
2157,30,08/08/2020,whole milk,164
2157,30,08/08/2020,yogurt,165
2157,30,08/08/2020,whole milk,164
2158,1303,08/08/2020,yogurt,165
2158,1303,08/08/2020,whole milk,164
2158,1303,08/08/2020,pork,111
2158,1303,08/08/2020,whole milk,164
2158,1303,08/08/2020,cake bar,17
2159,472,10/06/2020,tropical fruit,156
2159,472,10/06/2020,sausage,130
2159,472,10/06/2020,pip fruit,109
2159,472,10/06/2020,hamburger meat,68
2159,472,10/06/2020,pork,111
2160,1539,10/06/2020,root vegetables,123
2160,1539,10/06/2020,bottled water,12
2160,1539,10/06/2020,bottled beer,11
2160,1539,10/06/2020,meat,90
2160,1539,10/06/2020,pot plants,112
2161,1391,06/04/2020,pork,111
2161,1391,06/04/2020,other vegetables,102
2161,1391,06/04/2020,beef,8
2161,1391,06/04/2020,whole milk,164
2161,1391,06/04/2020,seasonal products,131
2162,1914,06/04/2020,specialty bar,143
2162,1914,06/04/2020,soda,138
2162,1914,06/04/2020,rolls/buns,122
2162,1914,06/04/2020,meat,90
2162,1914,06/04/2020,mayonnaise,89
2163,737,25/08/2020,sliced cheese,135
2163,737,25/08/2020,beef,8
2163,737,25/08/2020,pot plants,112
2163,737,25/08/2020,sausage,130
2163,737,25/08/2020,other vegetables,102
2164,1349,25/08/2020,tropical fruit,156
2164,1349,25/08/2020,pip fruit,109
2164,1349,25/08/2020,grapes,65
2164,1349,25/08/2020,pip fruit,109
2164,1349,25/08/2020,berries,9
2165,381,17/07/2020,tropical fruit,156
2165,381,17/07/2020,bottled water,12
2165,381,17/07/2020,whole milk,164
2165,381,17/07/2020,root vegetables,123
2165,381,17/07/2020,dessert,44
2166,717,17/07/2020,brown bread,14
2166,717,17/07/2020,tropical fruit,156
2166,717,17/07/2020,softener,140
2166,717,17/07/2020,pork,111
2166,717,17/07/2020,softener,140
2167,1854,27/07/2020,other vegetables,102
2167,1854,27/07/2020,root vegetables,123
2167,1854,27/07/2020,sausage,130
2167,1854,27/07/2020,dental care,43
2167,1854,27/07/2020,hamburger meat,68
2168,1628,27/07/2020,domestic eggs,49
2168,1628,27/07/2020,UHT-milk,1
2168,1628,27/07/2020,citrus fruit,30
2168,1628,27/07/2020,whipped/sour cream,160
2168,1628,27/07/2020,red/blush wine,119
2169,1992,16/09/2020,ham,67
2169,1992,16/09/2020,root vegetables,123
2169,1992,16/09/2020,root vegetables,123
2169,1992,16/09/2020,root vegetables,123
2169,1992,16/09/2020,liver loaf,84
2170,667,16/09/2020,citrus fruit,30
2170,667,16/09/2020,tropical fruit,156
2170,667,16/09/2020,rolls/buns,122
2170,667,16/09/2020,beverages,10
2170,667,16/09/2020,frozen vegetables,63
2171,1694,03/04/2020,beef,8
2171,1694,03/04/2020,shopping bags,133
2171,1694,03/04/2020,waffles,159
2171,1694,03/04/2020,other vegetables,102
2171,1694,03/04/2020,yogurt,165
2172,1657,03/04/2020,chocolate,28
2172,1657,03/04/2020,rolls/buns,122
2172,1657,03/04/2020,whipped/sour cream,160
2172,1657,03/04/2020,meat,90
2172,1657,03/04/2020,berries,9
2173,169,05/05/2020,whole milk,164
2173,169,05/05/2020,pork,111
2173,169,05/05/2020,other vegetables,102
2173,169,05/05/2020,root vegetables,123
2173,169,05/05/2020,pip fruit,109
2174,779,05/05/2020,meat,90
2174,779,05/05/2020,other vegetables,102
2174,779,05/05/2020,organic sausage,101
2174,779,05/05/2020,other vegetables,102
2174,779,05/05/2020,pastry,105
2175,417,15/09/2020,root vegetables,123
2175,417,15/09/2020,pork,111
2175,417,15/09/2020,other vegetables,102
2175,417,15/09/2020,dish cleaner,46
2175,417,15/09/2020,root vegetables,123
2176,622,15/09/2020,specialty chocolate,145
2176,622,15/09/2020,vinegar,158
2176,622,15/09/2020,berries,9
2176,622,15/09/2020,beef,8
2176,622,15/09/2020,canned fish,21
2177,268,08/05/2020,dishes,47
2177,268,08/05/2020,baking powder,6
2177,268,08/05/2020,napkins,94
2177,268,08/05/2020,fruit/vegetable juice,64
2177,268,08/05/2020,pastry,105
2178,1691,08/05/2020,yogurt,165
2178,1691,08/05/2020,pip fruit,109
2178,1691,08/05/2020,whole milk,164
2178,1691,08/05/2020,soda,138
2178,1691,08/05/2020,beverages,10
2179,604,26/05/2020,fruit/vegetable juice,64
2179,604,26/05/2020,yogurt,165
2179,604,26/05/2020,whole milk,164
2179,604,26/05/2020,other vegetables,102
2179,604,26/05/2020,pip fruit,109
2180,337,26/05/2020,bottled water,12
2180,337,26/05/2020,root vegetables,123
2180,337,26/05/2020,yogurt,165
2180,337,26/05/2020,hard cheese,69
2180,337,26/05/2020,hamburger meat,68
2181,1397,23/05/2020,brown bread,14
2181,1397,23/05/2020,onions,99
2181,1397,23/05/2020,frozen potato products,62
2181,1397,23/05/2020,chicken,27
2181,1397,23/05/2020,salty snack,128
2182,1459,23/05/2020,ham,67
2182,1459,23/05/2020,fruit/vegetable juice,64
2182,1459,23/05/2020,tropical fruit,156
2182,1459,23/05/2020,frozen meals,61
2182,1459,23/05/2020,chocolate,28
2183,909,05/04/2020,white bread,162
2183,909,05/04/2020,oil,98
2183,909,05/04/2020,other vegetables,102
2183,909,05/04/2020,yogurt,165
2183,909,05/04/2020,dessert,44
2184,1877,05/04/2020,butter milk,16
2184,1877,05/04/2020,misc. beverages,92
2184,1877,05/04/2020,herbs,70
2184,1877,05/04/2020,packaged fruit/vegetables,103
2184,1877,05/04/2020,tropical fruit,156
2185,1714,02/07/2020,bottled beer,11
2185,1714,02/07/2020,cream cheese ,39
2185,1714,02/07/2020,whole milk,164
2185,1714,02/07/2020,meat,90
2185,1714,02/07/2020,chocolate,28
2186,910,02/07/2020,pet care,106
2186,910,02/07/2020,meat spreads,91
2186,910,02/07/2020,waffles,159
2186,910,02/07/2020,pastry,105
2186,910,02/07/2020,whole milk,164
2187,417,17/05/2020,yogurt,165
2187,417,17/05/2020,butter,15
2187,417,17/05/2020,sausage,130
2187,417,17/05/2020,other vegetables,102
2187,417,17/05/2020,sugar,150
2188,497,17/05/2020,other vegetables,102
2188,497,17/05/2020,rolls/buns,122
2188,497,17/05/2020,pip fruit,109
2188,497,17/05/2020,root vegetables,123
2188,497,17/05/2020,onions,99
2189,1860,03/09/2020,misc. beverages,92
2189,1860,03/09/2020,jam,76
2189,1860,03/09/2020,domestic eggs,49
2189,1860,03/09/2020,soda,138
2189,1860,03/09/2020,whole milk,164
2190,1631,03/09/2020,pork,111
2190,1631,03/09/2020,beef,8
2190,1631,03/09/2020,pot plants,112
2190,1631,03/09/2020,other vegetables,102
2190,1631,03/09/2020,sugar,150
2191,238,23/09/2020,waffles,159
2191,238,23/09/2020,bottled water,12
2191,238,23/09/2020,whole milk,164
2191,238,23/09/2020,dishes,47
2191,238,23/09/2020,misc. beverages,92
2192,1644,23/09/2020,detergent,45
2192,1644,23/09/2020,beef,8
2192,1644,23/09/2020,butter,15
2192,1644,23/09/2020,soda,138
2192,1644,23/09/2020,ham,67
2193,880,26/09/2020,hamburger meat,68
2193,880,26/09/2020,yogurt,165
